State,Date,Season,Temp_Max_C,Temp_Min_C,Humidity_pct,Rainfall_mm,WindSpeed_kmh,SolarRad_Wm2,Evapotranspiration
Andhra Pradesh,2021-08-02,Kharif,24.9,17.0,63.8,68.8,22.7,263.3,3.97
Sikkim,2021-04-01,Zaid,44.4,38.0,65.0,89.0,22.5,249.7,3.7
Odisha,2022-01-24,Rabi,34.0,24.3,77.5,21.4,20.5,323.8,3.95
Uttar Pradesh,2022-05-24,Zaid,32.5,28.1,58.1,22.9,23.4,271.5,3.68
Chandigarh,2020-01-26,Rabi,26.2,15.5,60.6,6.3,16.8,241.8,2.79
Odisha,2022-07-23,Kharif,35.6,26.1,60.5,19.1,19.5,324.4,4.96
Chhattisgarh,2022-02-18,Rabi,37.3,26.9,52.4,40.9,15.8,269.9,4.95
Puducherry,2022-01-10,Rabi,27.5,16.5,59.9,80.3,23.2,282.0,4.15
Uttarakhand,2021-02-24,Rabi,40.8,33.5,61.4,67.4,10.8,214.4,5.45
Punjab,2020-04-19,Zaid,42.8,35.7,48.7,14.8,26.2,307.3,7.67
Goa,2021-02-01,Rabi,30.3,21.9,63.5,91.8,20.2,305.0,5.94
Chandigarh,2019-04-04,Zaid,35.4,30.6,51.5,19.2,22.7,256.8,2.96
Jammu and Kashmir,2021-09-27,Kharif,34.9,26.1,53.6,26.4,21.4,234.1,5.51
Nagaland,2022-05-23,Zaid,41.2,34.7,71.2,0.0,28.2,225.2,6.17
Goa,2022-06-13,Kharif,39.8,33.6,58.2,56.4,24.2,258.5,4.54
Daman and Diu,2019-01-24,Rabi,31.0,26.6,55.9,90.5,20.3,286.9,4.26
Tamil Nadu,2021-03-02,Rabi,31.3,21.6,53.1,111.4,20.1,225.8,4.25
Jammu and Kashmir,2022-09-17,Kharif,27.0,21.6,55.6,67.3,14.9,400.0,4.3
Puducherry,2022-07-29,Kharif,28.1,20.9,59.5,58.0,26.8,273.1,5.24
Jharkhand,2020-10-08,Kharif,15.9,7.8,50.5,92.0,28.3,202.8,5.4
Telangana,2022-11-07,Rabi,29.3,22.7,51.0,15.9,12.1,178.3,5.73
Uttar Pradesh,2020-08-04,Kharif,17.1,9.4,64.7,19.2,18.7,202.2,4.45
Meghalaya,2021-01-28,Rabi,30.1,21.1,52.8,17.6,19.2,269.1,4.2
Uttar Pradesh,2021-05-17,Zaid,34.0,23.0,64.1,3.9,8.8,319.4,5.66
Odisha,2021-02-25,Rabi,37.1,29.4,46.0,42.4,15.9,269.7,4.38
Gujarat,2022-12-15,Rabi,33.3,27.2,34.3,41.8,26.7,252.0,4.51
Haryana,2020-08-10,Kharif,30.3,20.0,46.8,63.9,8.7,242.7,5.75
Dadra and Nagar Haveli,2020-03-31,Rabi,38.6,32.9,61.1,37.3,15.2,127.6,6.43
Chhattisgarh,2021-07-14,Kharif,32.9,28.0,62.1,115.0,12.1,233.6,3.15
Sikkim,2022-02-27,Rabi,40.7,33.3,74.0,88.9,35.6,248.1,4.77
Tripura,2020-11-04,Rabi,26.5,18.0,63.5,56.2,26.2,253.1,3.82
Nagaland,2021-04-29,Zaid,32.9,25.3,55.4,8.5,22.0,256.2,5.53
Assam,2019-09-26,Kharif,19.2,13.2,87.4,151.2,14.4,224.5,4.4
Jammu and Kashmir,2021-02-03,Rabi,33.8,23.2,46.1,61.5,9.6,225.7,3.4
Goa,2021-01-01,Rabi,29.6,19.8,64.8,27.9,8.5,250.2,6.29
Mizoram,2022-12-07,Rabi,31.2,22.6,44.6,77.7,7.1,243.4,4.93
Manipur,2021-07-29,Kharif,26.0,17.9,81.7,4.9,5.4,302.3,4.36
Rajasthan,2022-05-21,Zaid,32.8,27.1,30.1,7.9,23.6,238.4,5.78
Kerala,2020-05-23,Zaid,33.2,24.8,72.8,57.1,13.9,219.4,3.4
Delhi,2019-06-27,Kharif,32.8,21.8,66.3,64.9,17.3,226.0,4.45
Tripura,2022-09-16,Kharif,25.2,18.8,72.0,0.0,12.9,314.8,5.75
Jammu and Kashmir,2020-10-18,Kharif,34.5,28.7,71.4,58.3,21.9,237.1,3.77
Dadra and Nagar Haveli,2022-08-02,Kharif,25.8,20.6,72.6,29.0,12.7,164.9,5.75
Odisha,2020-10-08,Kharif,21.6,14.9,54.2,31.4,20.2,317.5,4.04
Jharkhand,2020-08-16,Kharif,26.2,18.5,73.2,26.0,17.0,250.2,2.61
Jharkhand,2021-04-05,Zaid,32.3,25.6,64.5,53.0,23.1,233.3,1.63
Dadra and Nagar Haveli,2019-06-23,Kharif,23.0,15.4,57.0,27.0,20.1,190.2,3.85
Ladakh,2020-10-18,Kharif,20.7,14.5,64.4,0.0,16.2,251.8,4.9
Gujarat,2021-11-03,Rabi,33.0,24.0,70.9,18.7,32.6,201.6,4.99
Nagaland,2021-06-16,Kharif,35.5,29.6,64.2,46.8,10.4,248.1,5.51
Telangana,2020-03-06,Rabi,36.9,27.6,72.4,0.0,21.2,339.3,3.54
Meghalaya,2020-05-17,Zaid,34.7,29.8,65.5,44.6,11.0,288.3,4.82
Daman and Diu,2022-08-11,Kharif,19.1,7.3,69.6,20.4,8.1,305.2,4.15
Goa,2022-03-09,Rabi,45.4,34.8,60.5,85.6,22.0,332.2,5.57
Assam,2021-10-02,Kharif,17.1,6.0,60.6,34.8,26.6,297.0,4.18
Odisha,2022-12-29,Rabi,32.7,23.8,74.4,87.9,16.9,293.2,5.21
Lakshadweep,2019-07-06,Kharif,30.5,21.2,57.0,0.0,17.2,248.2,5.28
Goa,2022-12-01,Rabi,30.1,24.5,69.4,64.3,7.4,240.9,6.09
Meghalaya,2019-02-16,Rabi,37.7,27.0,63.7,34.8,6.6,261.6,4.92
Uttar Pradesh,2022-10-27,Kharif,19.0,8.3,54.2,90.0,13.9,268.4,4.07
Andhra Pradesh,2022-09-22,Kharif,21.9,14.7,53.0,21.3,31.3,302.7,4.01
Chhattisgarh,2019-04-21,Zaid,28.1,23.6,48.2,10.9,12.8,237.2,3.07
Daman and Diu,2020-12-11,Rabi,37.6,28.9,64.2,99.6,15.6,331.0,4.31
Gujarat,2019-05-05,Zaid,28.6,21.3,61.9,19.0,20.7,281.8,5.04
Bihar,2020-06-09,Kharif,30.0,19.0,54.7,25.8,20.9,167.3,3.41
Karnataka,2020-10-18,Kharif,32.4,23.1,62.6,34.3,17.6,283.3,4.46
Dadra and Nagar Haveli,2022-05-09,Zaid,43.4,34.5,61.9,39.2,24.3,354.6,5.11
Tripura,2019-03-11,Rabi,30.4,22.2,47.7,18.8,18.5,309.9,3.43
Maharashtra,2021-02-07,Rabi,38.9,29.8,67.9,43.6,21.5,165.8,3.5
Jammu and Kashmir,2020-03-04,Rabi,36.8,27.1,77.0,36.3,9.4,342.7,3.68
Delhi,2022-01-15,Rabi,29.8,21.3,36.8,27.4,9.4,194.8,4.66
Lakshadweep,2022-03-31,Rabi,39.3,32.2,58.0,46.8,19.2,283.6,4.88
Andhra Pradesh,2020-06-12,Kharif,26.5,17.6,49.1,26.8,17.9,239.9,5.83
Chandigarh,2020-10-21,Kharif,23.4,14.3,48.1,2.4,25.9,267.9,0.58
Arunachal Pradesh,2021-06-28,Kharif,40.0,33.8,54.6,41.1,5.2,296.9,4.23
Himachal Pradesh,2021-06-08,Kharif,21.2,14.0,59.8,2.1,30.1,156.2,4.55
Jharkhand,2019-09-30,Kharif,30.0,20.7,73.0,68.8,16.4,162.3,5.3
Tripura,2019-12-26,Rabi,25.4,21.2,54.6,36.0,24.8,222.9,5.74
Haryana,2021-10-03,Kharif,20.7,9.9,58.9,50.0,21.0,273.9,3.9
Sikkim,2022-01-15,Rabi,36.4,30.8,56.7,0.0,6.0,314.3,4.5
Goa,2020-02-20,Rabi,35.0,28.9,51.9,29.1,22.0,276.6,2.32
Bihar,2020-10-06,Kharif,22.9,13.2,77.5,87.4,0.0,279.5,3.25
Delhi,2021-07-20,Kharif,30.8,24.6,65.5,0.0,18.5,234.2,4.76
Tamil Nadu,2021-08-09,Kharif,33.5,23.2,57.2,23.6,27.5,165.3,5.75
Uttar Pradesh,2020-03-06,Rabi,37.8,28.7,59.4,10.7,20.1,382.6,5.36
Jammu and Kashmir,2021-02-21,Rabi,34.0,22.1,61.8,55.5,28.7,246.8,2.52
Uttar Pradesh,2021-03-15,Rabi,31.1,19.1,55.6,47.0,27.4,220.1,4.73
Bihar,2019-08-06,Kharif,28.0,22.4,70.1,92.7,22.3,248.8,3.72
Delhi,2022-05-10,Zaid,42.7,37.6,71.3,1.8,14.6,260.3,6.94
Gujarat,2020-12-11,Rabi,34.9,30.8,53.0,29.7,22.9,251.3,3.17
Manipur,2019-06-03,Kharif,35.0,29.7,66.7,59.1,18.4,263.3,4.1
Maharashtra,2019-07-11,Kharif,26.0,17.3,66.8,28.6,16.2,222.7,6.27
Ladakh,2022-01-12,Rabi,29.9,25.0,52.1,0.0,22.9,257.8,4.9
Manipur,2021-12-03,Rabi,26.8,20.4,64.6,80.2,19.4,187.0,3.17
Haryana,2020-03-08,Rabi,34.3,26.9,56.4,7.9,27.6,196.2,4.84
Andaman and Nicobar Islands,2019-10-20,Kharif,29.3,19.9,66.3,38.4,12.3,253.0,4.26
Ladakh,2020-01-02,Rabi,30.9,25.2,43.5,98.0,17.7,282.5,5.14
Puducherry,2020-12-27,Rabi,22.6,15.2,53.7,72.2,17.0,238.3,4.17
West Bengal,2021-04-13,Zaid,33.1,26.3,57.9,0.0,21.8,251.2,4.69
Kerala,2020-11-11,Rabi,26.6,18.1,86.3,84.3,19.5,225.2,3.4
Daman and Diu,2021-11-29,Rabi,30.4,21.3,59.6,0.0,22.2,335.9,5.54
Jammu and Kashmir,2020-02-06,Rabi,40.7,35.9,52.4,64.3,14.3,293.8,4.36
Assam,2021-09-16,Kharif,24.2,18.7,82.8,52.2,2.2,248.4,3.91
Daman and Diu,2020-03-05,Rabi,33.3,23.7,50.2,34.2,16.5,265.3,4.78
Madhya Pradesh,2022-03-30,Rabi,34.7,25.1,67.1,48.8,19.4,220.4,4.65
Maharashtra,2020-12-24,Rabi,25.6,15.9,50.8,43.7,22.3,181.9,3.05
Karnataka,2022-08-12,Kharif,21.2,13.2,68.5,63.4,28.6,280.9,3.47
Arunachal Pradesh,2020-07-13,Kharif,21.1,11.1,62.2,0.0,8.4,216.5,4.95
Andaman and Nicobar Islands,2022-08-04,Kharif,23.7,18.0,58.5,52.8,20.8,215.7,2.72
Andhra Pradesh,2020-07-21,Kharif,22.8,12.4,55.8,49.9,12.9,267.7,1.93
Andaman and Nicobar Islands,2022-05-23,Zaid,32.9,24.6,53.1,0.0,11.9,250.1,4.61
Dadra and Nagar Haveli,2022-05-22,Zaid,26.6,15.2,60.6,37.6,18.3,234.3,4.92
Dadra and Nagar Haveli,2021-04-01,Zaid,25.0,14.5,51.2,57.0,22.8,227.9,2.52
Bihar,2019-04-17,Zaid,37.4,29.9,53.4,13.1,30.4,233.8,5.53
Jharkhand,2022-06-18,Kharif,30.2,25.9,37.7,26.7,11.0,304.2,2.37
Rajasthan,2021-12-15,Rabi,36.3,25.3,37.7,0.0,22.9,231.2,3.78
Daman and Diu,2020-10-28,Kharif,23.4,18.7,37.5,45.0,8.5,158.4,5.64
Ladakh,2019-02-23,Rabi,39.2,29.5,60.4,20.2,15.0,294.7,5.34
Mizoram,2020-05-26,Zaid,26.5,20.2,69.5,23.0,32.9,203.5,3.99
Daman and Diu,2021-06-23,Kharif,26.4,20.6,63.2,39.4,11.0,328.2,4.76
Chandigarh,2021-07-09,Kharif,26.9,20.0,48.8,46.0,28.0,212.8,4.96
Tripura,2019-10-26,Kharif,29.8,20.8,59.1,1.3,10.7,171.5,4.92
Nagaland,2020-04-23,Zaid,38.4,28.0,63.1,10.5,22.1,281.2,4.08
Nagaland,2021-01-01,Rabi,29.7,21.9,63.5,7.6,9.3,134.5,2.59
Haryana,2021-11-24,Rabi,30.0,20.0,58.4,0.0,17.9,188.9,5.26
Jharkhand,2020-01-22,Rabi,31.9,23.0,71.8,43.2,10.8,249.9,6.91
Punjab,2020-01-29,Rabi,31.6,21.4,56.8,4.7,11.1,165.6,2.35
Lakshadweep,2022-04-06,Zaid,37.7,33.6,57.7,23.0,1.2,328.4,5.59
Himachal Pradesh,2019-05-03,Zaid,16.2,10.9,82.6,0.0,26.3,281.5,5.25
Mizoram,2021-02-25,Rabi,37.1,26.6,71.6,30.5,30.1,221.6,5.05
Karnataka,2022-08-02,Kharif,22.2,12.6,53.3,10.0,11.8,153.8,5.79
Tripura,2021-10-08,Kharif,22.8,16.2,57.1,0.0,28.2,258.2,4.74
Chhattisgarh,2022-11-18,Rabi,29.0,22.7,59.3,43.6,4.6,366.9,6.22
Ladakh,2022-08-03,Kharif,30.8,25.4,53.4,56.7,22.1,264.8,2.71
Chhattisgarh,2021-01-04,Rabi,28.5,21.1,66.4,0.0,12.0,203.9,2.56
Tamil Nadu,2020-07-02,Kharif,32.7,27.5,64.6,0.0,14.9,145.0,3.63
Goa,2020-05-18,Zaid,33.0,24.2,77.4,8.8,15.9,237.9,3.91
Mizoram,2022-08-19,Kharif,19.2,10.1,79.8,50.4,20.0,274.6,6.03
Arunachal Pradesh,2021-12-02,Rabi,25.2,15.9,62.2,11.9,9.7,238.0,4.69
Mizoram,2021-04-07,Zaid,31.0,20.3,61.0,72.5,20.3,316.5,3.78
Punjab,2020-10-13,Kharif,28.6,20.4,61.8,15.1,17.4,314.2,4.31
Sikkim,2021-11-10,Rabi,29.2,17.5,82.8,47.7,28.8,285.2,4.37
Tamil Nadu,2019-05-30,Zaid,33.1,21.4,79.2,74.1,29.8,286.0,5.14
Dadra and Nagar Haveli,2019-11-20,Rabi,29.1,24.5,70.8,12.7,13.8,298.6,3.3
Tamil Nadu,2021-03-17,Rabi,38.0,26.3,69.8,123.2,25.1,214.3,4.96
Lakshadweep,2020-04-19,Zaid,34.4,24.5,51.7,39.8,13.4,308.9,4.34
West Bengal,2019-02-20,Rabi,33.9,26.9,80.2,58.1,29.6,226.4,4.44
Telangana,2022-06-02,Kharif,29.6,20.7,61.8,63.7,26.3,358.2,2.71
Telangana,2019-03-11,Rabi,33.3,21.7,59.0,85.5,8.2,305.5,5.26
Jharkhand,2021-07-12,Kharif,27.9,17.7,50.9,66.6,12.0,231.5,2.69
Punjab,2019-05-24,Zaid,29.6,19.7,61.2,49.0,14.7,289.0,4.72
Tamil Nadu,2021-07-13,Kharif,36.2,27.1,88.8,88.9,9.3,152.6,5.14
Andhra Pradesh,2020-10-28,Kharif,25.7,19.9,29.9,71.0,21.5,284.1,3.67
Karnataka,2022-02-13,Rabi,28.6,18.5,57.3,100.6,23.6,185.6,5.44
Manipur,2021-06-22,Kharif,31.8,23.2,47.1,96.5,8.4,295.9,4.08
Mizoram,2019-03-16,Rabi,28.2,19.4,60.1,0.8,23.5,309.7,5.12
Uttar Pradesh,2022-02-25,Rabi,40.4,28.6,65.5,53.4,11.0,311.5,3.25
Mizoram,2022-09-11,Kharif,29.8,20.8,61.3,41.7,23.9,245.7,6.97
Ladakh,2020-11-06,Rabi,31.8,20.4,66.6,83.7,8.9,219.3,4.14
Chhattisgarh,2021-07-11,Kharif,24.9,14.2,53.0,24.1,15.8,170.6,4.49
Chhattisgarh,2021-02-14,Rabi,42.4,37.8,74.0,47.2,7.5,164.1,6.01
Meghalaya,2020-06-25,Kharif,33.2,29.0,55.1,87.8,14.2,241.3,4.51
Uttar Pradesh,2021-12-06,Rabi,20.6,12.1,60.4,63.9,10.6,180.0,4.55
Dadra and Nagar Haveli,2022-07-03,Kharif,25.3,15.7,44.2,94.8,24.3,146.0,3.37
Chhattisgarh,2020-04-04,Zaid,39.5,28.8,57.0,15.1,37.5,282.0,2.17
Assam,2022-06-13,Kharif,25.0,14.7,80.2,0.0,27.5,273.2,5.87
West Bengal,2020-06-02,Kharif,30.5,23.3,71.9,14.9,8.4,242.0,5.11
Meghalaya,2021-09-16,Kharif,24.1,19.3,71.7,94.7,14.8,296.3,4.11
Arunachal Pradesh,2020-01-08,Rabi,26.5,18.7,58.7,63.3,13.3,275.8,2.32
Delhi,2019-02-22,Rabi,37.4,26.0,65.4,0.0,21.6,261.0,6.78
Puducherry,2021-03-16,Rabi,33.4,24.5,67.6,64.5,8.2,267.3,7.24
Haryana,2022-07-23,Kharif,32.2,24.1,70.6,74.8,14.0,276.5,3.72
Arunachal Pradesh,2020-08-21,Kharif,23.0,18.2,67.2,53.2,17.6,229.4,4.16
Andaman and Nicobar Islands,2020-03-07,Rabi,33.6,27.5,62.7,9.7,6.5,178.0,5.88
Rajasthan,2020-04-19,Zaid,37.3,29.0,25.4,5.4,7.0,258.2,4.97
Uttar Pradesh,2019-02-03,Rabi,24.6,12.8,81.6,9.1,11.8,252.6,4.87
Manipur,2021-05-13,Zaid,36.5,31.0,60.5,54.6,11.9,274.9,4.5
Chandigarh,2022-09-22,Kharif,26.2,20.1,45.8,22.8,21.5,187.7,2.09
Uttarakhand,2022-02-21,Rabi,31.5,22.4,48.4,32.7,22.4,220.0,5.55
Karnataka,2019-04-01,Zaid,29.9,20.2,67.8,13.5,21.3,181.8,4.0
Rajasthan,2021-02-25,Rabi,40.3,32.3,31.6,10.8,29.1,190.0,5.27
Himachal Pradesh,2022-02-17,Rabi,18.9,9.7,64.7,34.1,5.0,258.8,3.82
Odisha,2022-09-03,Kharif,25.4,17.1,75.3,0.0,24.7,230.0,7.26
Madhya Pradesh,2019-12-13,Rabi,22.9,18.3,62.6,69.3,11.5,308.4,5.88
Dadra and Nagar Haveli,2022-02-22,Rabi,34.9,29.3,70.4,2.8,22.0,144.9,2.07
Karnataka,2019-05-13,Zaid,37.5,27.9,67.8,42.2,17.2,240.4,4.42
Meghalaya,2022-01-21,Rabi,35.2,24.0,55.0,89.3,3.0,233.4,4.81
Andaman and Nicobar Islands,2022-01-06,Rabi,24.3,20.3,71.8,49.3,25.0,199.8,3.91
Jammu and Kashmir,2021-07-25,Kharif,32.1,22.4,65.3,64.2,12.8,215.7,7.18
Jharkhand,2019-09-15,Kharif,23.6,19.1,66.6,41.1,7.9,244.9,2.72
Goa,2019-09-07,Kharif,21.8,10.6,64.5,109.5,19.5,271.1,3.12
Nagaland,2019-05-06,Zaid,34.5,28.3,62.0,40.4,13.4,295.9,4.58
Madhya Pradesh,2022-11-13,Rabi,34.0,22.8,50.5,26.5,20.3,215.2,6.14
Daman and Diu,2020-11-23,Rabi,19.8,8.6,73.9,55.1,18.4,173.7,4.97
Andhra Pradesh,2020-10-04,Kharif,30.2,24.1,38.8,6.0,16.4,316.4,5.37
Daman and Diu,2021-02-22,Rabi,34.7,28.5,53.8,49.8,24.8,236.6,4.36
Daman and Diu,2019-01-01,Rabi,25.6,19.9,63.4,1.2,7.5,264.4,1.52
Maharashtra,2021-05-23,Zaid,34.6,29.3,57.0,44.1,16.9,169.4,5.58
Haryana,2021-04-03,Zaid,34.0,24.2,60.5,82.2,8.5,219.3,3.85
Delhi,2019-08-30,Kharif,25.6,17.9,56.7,80.1,8.4,384.9,4.12
Manipur,2019-01-09,Rabi,30.6,21.8,51.1,36.4,7.1,278.1,3.82
Bihar,2020-02-06,Rabi,31.9,21.1,61.8,21.3,9.2,328.8,3.56
Madhya Pradesh,2020-12-23,Rabi,34.4,27.8,54.9,54.0,16.5,250.1,4.88
Chhattisgarh,2021-01-09,Rabi,34.5,30.0,41.9,30.3,11.5,299.8,5.2
West Bengal,2022-08-10,Kharif,28.8,22.1,63.0,86.3,17.3,305.7,3.56
Tripura,2022-12-22,Rabi,35.5,28.5,53.3,28.3,18.2,209.0,4.78
Telangana,2020-08-11,Kharif,21.4,10.5,49.5,61.8,7.3,228.0,3.57
Maharashtra,2021-01-29,Rabi,27.4,15.9,58.6,36.4,24.0,257.9,2.08
Tamil Nadu,2022-03-15,Rabi,35.3,24.0,66.4,88.6,20.5,194.5,3.43
Mizoram,2021-06-02,Kharif,34.9,25.2,58.2,93.8,18.7,207.5,2.12
Assam,2022-01-15,Rabi,23.9,13.1,82.0,205.3,6.6,217.8,4.0
Himachal Pradesh,2022-09-09,Kharif,7.3,1.2,44.3,69.0,17.9,299.8,2.82
Daman and Diu,2020-04-04,Zaid,40.9,33.7,64.0,5.9,8.0,261.5,2.6
Daman and Diu,2021-10-03,Kharif,18.8,13.0,55.3,48.4,11.4,306.8,3.66
Himachal Pradesh,2022-10-08,Kharif,12.6,1.6,53.0,34.3,18.8,273.7,4.68
Gujarat,2022-07-24,Kharif,31.7,26.8,36.4,0.0,7.7,228.4,2.06
Uttar Pradesh,2019-10-04,Kharif,21.3,10.0,46.7,50.6,13.4,212.3,5.0
Jammu and Kashmir,2020-06-17,Kharif,32.2,21.5,44.3,86.4,28.5,237.9,3.97
Himachal Pradesh,2022-02-06,Rabi,30.3,24.1,77.5,75.3,25.3,259.6,4.41
Dadra and Nagar Haveli,2019-01-22,Rabi,27.4,22.5,44.5,12.4,12.8,275.3,6.51
Jharkhand,2022-08-08,Kharif,25.5,20.0,40.2,46.1,21.5,292.2,7.35
Andaman and Nicobar Islands,2021-12-09,Rabi,19.3,12.7,52.5,18.0,24.1,251.0,4.59
Daman and Diu,2019-03-14,Rabi,36.5,28.2,63.5,13.2,12.6,312.7,4.07
Telangana,2019-11-26,Rabi,28.9,19.7,41.1,0.0,25.8,238.4,4.3
Kerala,2022-04-11,Zaid,35.0,29.9,75.2,54.8,22.4,343.9,3.59
Gujarat,2021-05-20,Zaid,19.0,7.6,53.4,68.1,19.0,374.5,2.84
Chhattisgarh,2020-05-11,Zaid,42.6,34.6,48.3,0.0,6.3,217.7,6.46
West Bengal,2019-01-07,Rabi,31.2,22.0,60.7,44.2,15.0,314.1,4.57
Andaman and Nicobar Islands,2020-12-27,Rabi,28.1,20.4,54.3,0.0,23.2,289.2,3.76
Uttarakhand,2021-04-16,Zaid,31.3,25.8,63.0,31.1,29.1,171.7,3.62
Assam,2022-08-04,Kharif,19.0,11.8,81.0,271.4,19.2,223.0,6.48
Meghalaya,2021-11-25,Rabi,21.1,14.7,58.4,26.2,11.6,209.6,3.88
Andhra Pradesh,2019-11-03,Rabi,26.5,15.8,61.5,0.0,11.7,239.3,4.16
Gujarat,2022-03-31,Rabi,31.1,21.3,66.8,45.8,12.3,351.8,5.81
Madhya Pradesh,2022-02-14,Rabi,24.8,20.1,46.1,23.4,19.9,280.7,2.03
Daman and Diu,2019-01-13,Rabi,32.8,28.8,36.9,33.8,28.4,214.0,4.69
Puducherry,2019-03-10,Rabi,33.6,23.0,65.6,76.5,23.3,224.9,4.06
Maharashtra,2020-05-14,Zaid,36.3,28.3,71.2,136.2,23.6,251.3,5.13
Arunachal Pradesh,2020-04-09,Zaid,34.9,28.7,59.2,91.5,20.0,268.4,4.9
Delhi,2020-08-14,Kharif,36.0,26.7,70.7,18.3,5.3,238.9,2.05
Maharashtra,2022-01-27,Rabi,30.9,25.8,51.6,47.2,14.5,245.2,4.3
Lakshadweep,2020-05-17,Zaid,37.2,28.4,74.7,15.7,13.3,198.4,3.21
Sikkim,2020-03-14,Rabi,42.9,32.4,62.5,74.3,12.4,223.2,6.39
Mizoram,2020-10-18,Kharif,26.3,22.3,73.1,55.6,21.2,243.5,4.95
Daman and Diu,2021-02-04,Rabi,34.9,25.7,63.8,49.2,19.4,268.9,3.88
Meghalaya,2019-10-31,Kharif,38.4,27.4,79.8,78.3,22.5,206.9,2.5
Punjab,2019-06-30,Kharif,37.1,31.2,61.2,17.5,9.3,268.3,3.6
Delhi,2019-05-24,Zaid,43.9,39.1,70.4,54.5,12.0,308.2,3.8
Assam,2022-10-13,Kharif,20.2,14.3,82.0,112.9,12.4,290.9,5.62
Manipur,2019-11-11,Rabi,18.1,10.9,50.9,78.0,20.6,325.9,3.54
Punjab,2020-01-05,Rabi,28.8,17.1,62.6,24.9,17.4,233.3,4.71
Dadra and Nagar Haveli,2022-02-21,Rabi,34.2,22.8,52.6,0.0,33.7,219.8,2.73
Daman and Diu,2020-02-04,Rabi,28.2,19.3,71.4,57.8,14.9,137.9,3.86
Meghalaya,2020-02-25,Rabi,40.6,29.2,75.9,49.4,26.0,165.6,4.4
Haryana,2019-08-25,Kharif,19.6,10.7,66.7,33.1,23.8,271.9,4.4
Andhra Pradesh,2019-09-18,Kharif,18.0,7.4,66.1,12.1,17.7,176.9,3.4
Punjab,2021-01-20,Rabi,37.4,28.2,53.6,6.4,8.8,317.5,7.64
Daman and Diu,2022-07-27,Kharif,20.3,10.1,63.6,64.9,20.8,196.4,4.1
Nagaland,2021-08-10,Kharif,24.0,15.3,52.5,0.6,24.0,243.5,4.23
Andhra Pradesh,2021-12-27,Rabi,26.3,18.9,62.3,63.4,13.5,249.6,4.67
Chhattisgarh,2021-12-27,Rabi,24.2,15.9,79.1,29.7,13.0,245.0,4.88
Manipur,2020-08-16,Kharif,26.2,20.3,51.4,39.1,21.9,278.7,6.27
Odisha,2020-05-20,Zaid,33.6,29.2,65.6,10.7,14.7,239.2,4.76
Sikkim,2019-10-23,Kharif,34.2,24.6,57.0,21.3,33.2,272.4,4.86
Mizoram,2019-04-16,Zaid,31.4,22.8,54.0,58.3,17.1,202.6,3.95
Mizoram,2019-06-16,Kharif,29.8,24.7,58.3,65.2,18.1,189.9,2.13
Nagaland,2020-08-12,Kharif,26.4,16.0,69.8,51.6,12.9,349.9,4.54
Chhattisgarh,2022-12-23,Rabi,36.3,26.2,43.6,34.2,5.2,297.2,5.75
Ladakh,2020-10-03,Kharif,34.0,26.9,57.3,36.4,16.3,278.0,3.79
Nagaland,2020-10-16,Kharif,36.0,24.5,55.3,66.1,26.5,282.7,1.97
Jharkhand,2019-11-20,Rabi,24.7,14.2,53.7,19.2,24.1,275.5,4.63
Tripura,2019-05-26,Zaid,33.7,25.3,58.2,27.8,9.9,295.1,3.31
Chandigarh,2020-02-27,Rabi,39.7,35.0,50.9,43.4,15.4,279.2,4.48
Bihar,2019-10-24,Kharif,26.9,20.5,49.2,11.2,7.3,289.7,4.82
Assam,2019-01-02,Rabi,26.9,19.7,74.4,424.4,26.1,304.3,6.35
Tripura,2020-06-21,Kharif,36.0,26.0,61.4,24.9,17.7,354.0,5.86
Telangana,2022-12-08,Rabi,23.8,17.1,73.6,26.2,22.2,207.7,3.84
Karnataka,2021-03-30,Rabi,42.8,38.5,52.6,33.4,16.0,323.4,3.32
Uttarakhand,2019-10-15,Kharif,24.9,19.5,68.7,98.3,9.4,199.8,4.12
Andaman and Nicobar Islands,2020-01-08,Rabi,36.6,32.1,64.5,27.0,9.2,224.2,5.58
Delhi,2020-01-01,Rabi,26.5,18.5,56.1,46.1,5.5,138.7,3.69
Uttarakhand,2019-03-23,Rabi,47.4,39.6,43.6,53.2,16.7,261.8,5.66
Punjab,2021-10-25,Kharif,33.4,29.2,44.5,16.1,22.5,220.8,4.52
Arunachal Pradesh,2021-09-26,Kharif,11.8,-0.1,54.9,27.9,24.8,249.2,3.75
Dadra and Nagar Haveli,2019-05-14,Zaid,39.6,29.9,67.9,43.5,16.8,277.4,4.0
Haryana,2019-11-24,Rabi,25.5,17.4,60.8,69.2,24.5,160.9,4.76
Goa,2022-08-14,Kharif,24.1,14.1,57.7,36.7,19.6,245.3,3.64
Haryana,2021-07-27,Kharif,31.9,21.3,72.1,22.5,32.0,255.0,4.37
Lakshadweep,2019-02-03,Rabi,34.8,28.7,69.7,0.0,20.6,263.7,2.79
Ladakh,2022-06-24,Kharif,29.0,23.4,85.2,24.0,2.9,191.4,2.92
Dadra and Nagar Haveli,2019-02-28,Rabi,32.0,27.9,59.0,47.1,14.4,256.0,1.95
Rajasthan,2021-11-28,Rabi,46.0,41.7,30.3,15.3,22.8,189.9,2.98
Rajasthan,2019-11-26,Rabi,39.9,34.2,16.3,4.9,20.4,244.2,5.49
