Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,SoilType,OrganicMatter,ElecConductivity,Zinc_ppm,Crop
77.07,55.05,85.51,26.21,83.41,7.311,156.6,Alluvial,3.143,0.654,1.095,Sugarcane
19.03,56.91,101.86,31.36,49.31,6.726,54.7,Loamy,1.782,0.327,0.944,MothBeans
17.67,26.76,29.49,31.3,49.87,6.476,120.5,Clay,1.752,1.017,1.782,Mango
72.72,43.66,89.63,23.68,64.89,6.992,94.1,Black,3.585,1.064,0.958,Onion
47.89,57.1,48.56,23.43,72.61,6.307,110.5,Loamy,2.007,0.983,1.791,Soybean
17.78,67.78,12.08,15.33,52.77,6.946,42.6,Laterite,1.549,0.284,1.188,Lentil
110.21,57.1,90.98,18.2,85.51,5.899,203.7,Alluvial,2.227,1.159,1.251,Ginger
71.99,68.06,87.38,20.16,72.04,6.828,65.4,Red,2.33,1.15,2.144,Tomato
88.12,48.44,41.42,24.48,78.3,6.602,181.1,Black,3.065,0.909,1.541,Jute
20.52,19.54,23.65,29.01,89.55,5.612,148.0,Loamy,2.206,0.841,1.082,Coconut
36.85,67.66,14.14,31.26,67.2,7.088,71.1,Laterite,2.501,1.151,1.17,Blackgram
32.51,53.14,40.3,24.34,67.84,6.217,96.8,Black,1.492,0.743,1.6,Soybean
71.19,44.79,80.95,24.28,76.14,6.487,84.8,Black,2.412,0.709,1.104,Onion
93.56,55.93,127.87,28.56,83.11,6.74,210.9,Red,2.242,1.031,1.368,Turmeric
91.9,44.85,84.93,20.31,78.55,6.317,217.8,Red,3.489,0.769,0.57,Ginger
74.51,41.54,50.2,23.51,77.24,6.753,247.4,Alluvial,2.19,0.99,1.099,Rice
27.39,130.29,192.51,23.93,82.34,5.433,73.4,Black,3.443,0.7,0.3,Grapes
16.18,75.43,19.36,23.19,50.19,6.486,55.5,Alluvial,1.877,0.311,1.031,Lentil
113.43,63.63,100.56,16.9,82.12,5.928,148.7,Laterite,2.229,0.999,1.629,Potato
19.03,61.91,99.84,23.21,61.0,6.121,61.7,Loamy,1.774,0.42,1.22,KidneyBeans
30.05,121.04,215.36,23.42,80.26,5.334,81.1,Laterite,2.203,0.895,1.619,Grapes
94.04,56.28,109.04,27.77,77.53,6.484,211.8,Black,2.095,0.477,1.383,Turmeric
67.21,45.31,69.63,23.91,76.35,6.669,80.8,Clay,2.263,0.936,1.023,Onion
108.53,40.25,103.34,19.51,85.87,6.116,149.7,Laterite,2.563,0.876,0.952,Ginger
66.76,41.24,30.59,23.32,84.69,6.407,277.5,Laterite,1.909,0.571,0.743,Rice
110.21,49.91,43.14,21.81,84.56,7.054,72.6,Red,1.42,1.231,1.09,Cotton
93.54,38.97,38.33,26.73,75.44,6.352,180.6,Red,2.82,0.93,1.4,Jute
99.39,68.15,71.77,26.87,85.31,7.54,130.0,Loamy,1.493,0.522,0.832,Sugarcane
82.2,53.17,85.06,21.78,71.53,6.772,129.7,Alluvial,3.219,0.633,1.08,Sugarcane
22.7,140.83,209.58,21.09,92.34,5.41,128.2,Loamy,1.929,0.398,0.93,Apple
112.41,81.26,53.78,26.07,77.3,5.708,102.2,Alluvial,2.881,0.385,1.677,Banana
21.54,73.85,67.24,19.17,46.59,5.49,55.7,Clay,2.661,0.856,1.672,KidneyBeans
22.16,150.0,202.77,21.48,87.01,5.661,121.4,Loamy,1.841,0.837,1.96,Apple
84.04,57.87,29.7,24.84,74.41,6.776,166.3,Black,1.754,0.448,1.737,Jute
19.97,25.43,27.96,30.48,48.55,5.942,90.4,Alluvial,2.168,0.586,1.141,Mango
45.28,72.41,37.46,21.37,69.42,6.506,104.7,Clay,2.058,0.165,0.906,Soybean
90.22,37.12,34.75,16.52,64.0,7.276,73.4,Red,2.49,1.155,0.981,Mustard
73.76,70.47,59.36,20.36,74.34,6.88,92.4,Loamy,1.495,0.208,1.518,Tomato
24.63,48.46,31.1,27.13,58.69,6.539,87.0,Alluvial,2.418,0.54,0.98,Groundnut
79.33,46.89,44.32,20.52,74.27,6.594,77.4,Sandy,2.381,0.861,1.217,Sunflower
21.69,45.1,38.55,26.86,62.45,6.919,46.8,Sandy,2.652,1.259,0.45,MungBean
105.21,90.28,59.88,26.43,72.98,6.296,113.8,Clay,3.016,0.1,1.605,Banana
24.85,59.98,69.35,17.88,59.75,5.715,66.1,Loamy,1.57,1.176,0.892,KidneyBeans
80.66,42.67,34.99,27.24,72.54,6.407,191.7,Alluvial,1.453,0.689,1.655,Jute
20.67,72.86,20.44,19.73,52.65,7.266,42.4,Loamy,1.424,0.418,0.862,Lentil
70.39,61.12,39.98,23.99,72.9,6.247,97.4,Sandy,2.542,0.578,1.221,Sunflower
45.09,75.01,19.69,32.42,71.49,7.157,81.0,Loamy,0.929,0.774,2.017,Blackgram
21.03,18.64,29.65,26.82,98.8,5.881,176.5,Red,2.387,0.634,1.204,Coconut
79.63,67.57,108.39,25.03,85.05,6.435,208.0,Clay,1.753,0.822,1.715,Turmeric
41.39,74.28,75.53,17.6,57.7,7.02,77.8,Red,1.635,0.671,1.067,ChickPea
117.12,68.81,114.71,20.56,82.52,5.629,142.5,Loamy,1.898,0.914,1.271,Potato
81.8,35.88,43.51,21.13,63.65,6.691,91.6,Laterite,0.809,0.71,1.77,Mustard
84.58,61.28,77.13,24.6,83.81,7.474,106.5,Black,2.064,0.568,1.851,Sugarcane
100.51,51.89,98.44,24.05,81.71,5.9,161.5,Clay,2.105,0.565,1.192,Ginger
24.28,45.39,35.14,24.18,59.62,6.717,58.0,Alluvial,1.972,1.093,0.373,MungBean
20.79,63.84,94.93,28.28,54.54,5.883,96.6,Laterite,2.025,0.404,1.727,PigeonPeas
25.81,43.12,39.37,24.64,67.07,6.867,103.5,Alluvial,2.202,0.671,1.595,Groundnut
98.54,56.16,117.08,25.67,85.35,5.868,168.4,Black,2.105,0.377,1.006,Turmeric
41.8,69.35,24.12,33.79,68.23,6.619,78.5,Sandy,0.982,1.077,2.134,Blackgram
21.78,56.02,72.37,30.46,51.27,6.415,107.7,Red,3.16,1.004,1.531,PigeonPeas
92.85,41.78,27.64,25.37,80.66,6.635,165.7,Alluvial,2.601,0.903,0.895,Jute
86.93,57.11,67.85,22.18,73.28,6.266,71.1,Laterite,3.035,0.534,1.432,Tomato
74.07,43.78,46.33,22.79,76.88,6.659,78.1,Red,1.73,0.925,0.683,Sunflower
117.53,50.79,107.0,21.06,81.71,5.916,193.1,Loamy,1.036,0.97,1.327,Ginger
22.63,34.96,36.19,29.12,62.87,6.444,49.7,Loamy,2.987,0.958,1.571,MungBean
118.43,81.25,110.9,12.5,87.85,6.141,119.4,Laterite,1.709,0.644,1.383,Potato
28.63,50.41,74.78,26.71,58.09,7.011,54.2,Sandy,2.597,0.341,2.324,MothBeans
18.08,67.34,81.15,19.21,55.6,5.997,82.9,Laterite,1.896,0.966,1.302,KidneyBeans
68.93,46.63,35.57,23.48,78.83,6.534,203.3,Red,1.826,0.725,1.429,Rice
61.26,56.14,45.26,21.27,66.33,5.101,92.3,Sandy,2.982,0.508,0.962,Maize
118.31,64.36,100.8,18.53,82.87,6.052,137.3,Laterite,1.637,0.438,0.772,Ginger
97.91,51.8,135.57,25.98,81.24,6.225,134.6,Clay,3.085,0.651,1.388,Turmeric
19.59,62.16,15.83,18.26,54.71,6.675,26.7,Loamy,2.368,0.894,0.982,Lentil
91.39,51.5,32.38,25.73,68.95,7.263,76.1,Red,2.577,0.169,1.07,Sunflower
75.69,49.53,38.54,28.24,78.44,7.263,188.2,Laterite,2.506,0.773,0.99,Jute
89.95,38.66,39.75,17.33,59.73,7.158,88.8,Loamy,1.123,0.895,0.924,Mustard
42.8,60.53,34.23,24.4,66.47,6.491,124.3,Sandy,2.817,0.523,1.339,Soybean
25.64,118.69,181.49,19.32,92.21,6.231,126.3,Sandy,1.565,0.977,0.888,Apple
25.87,122.11,209.18,21.1,91.92,5.285,117.5,Clay,1.617,0.653,0.873,Apple
16.77,44.98,47.79,28.51,63.68,6.905,53.7,Sandy,2.965,0.543,0.661,MungBean
18.83,31.65,24.08,30.87,44.61,5.744,112.5,Sandy,1.055,0.875,1.474,Mango
83.27,76.61,50.67,27.62,76.48,5.684,105.6,Black,2.23,0.821,1.311,Banana
86.31,40.78,47.67,22.97,79.46,6.171,253.3,Black,2.789,0.597,0.688,Rice
115.45,58.74,73.15,25.85,76.11,6.987,140.9,Clay,1.784,1.172,1.844,Sugarcane
19.5,41.19,34.69,28.41,68.93,6.541,46.9,Laterite,2.569,1.493,0.993,MungBean
26.79,53.65,78.05,27.98,53.71,7.099,53.4,Laterite,2.198,0.92,1.877,MothBeans
15.66,67.18,12.85,21.2,55.94,7.139,52.1,Black,2.802,0.161,1.653,Lentil
87.71,90.53,40.85,27.99,77.37,6.059,89.5,Sandy,2.214,0.903,0.891,Banana
24.98,15.86,22.25,27.8,96.43,6.03,136.2,Loamy,1.787,1.09,1.683,Coconut
15.09,69.5,18.66,16.75,50.68,7.18,53.1,Clay,2.627,0.919,0.67,Lentil
37.81,82.51,75.92,13.41,52.4,6.996,60.9,Alluvial,2.044,1.153,1.294,ChickPea
78.27,45.98,85.76,24.75,75.02,7.249,78.2,Laterite,2.165,1.074,1.823,Onion
104.15,45.67,41.2,23.16,78.82,6.265,241.4,Sandy,2.069,1.117,1.269,Rice
15.69,36.68,38.39,30.7,64.14,6.346,35.0,Loamy,1.725,0.697,1.172,MungBean
64.13,61.01,63.8,22.79,67.66,6.355,72.9,Clay,2.883,0.953,0.792,Tomato
19.27,139.11,194.92,21.21,93.47,6.063,115.4,Sandy,2.459,1.262,0.702,Apple
82.65,78.6,44.92,22.53,76.1,6.17,102.5,Loamy,1.167,1.063,2.274,Banana
100.97,41.3,30.99,19.66,65.45,6.155,91.8,Alluvial,2.936,0.816,0.99,Wheat
79.6,58.31,126.83,28.66,79.09,6.777,185.1,Alluvial,3.191,1.117,1.363,Turmeric
24.8,55.77,30.54,34.42,64.51,6.7,99.1,Black,1.98,0.484,1.33,Groundnut
92.77,66.66,103.72,25.14,76.42,6.968,120.7,Alluvial,2.634,0.954,1.024,Sugarcane
57.31,34.71,37.58,19.04,66.03,6.467,103.5,Alluvial,2.461,1.052,0.3,Wheat
19.67,138.1,187.69,22.89,80.05,5.83,83.8,Loamy,2.913,1.308,1.362,Grapes
21.8,63.78,88.66,20.59,54.97,6.308,68.9,Loamy,1.223,0.662,1.684,KidneyBeans
106.95,48.29,79.67,20.69,81.13,6.485,180.6,Alluvial,3.305,1.0,1.387,Ginger
120.97,61.18,96.79,17.37,71.13,5.482,127.0,Laterite,1.709,1.016,1.613,Potato
25.37,58.43,94.22,27.05,61.81,6.943,70.6,Alluvial,1.378,0.701,0.379,MothBeans
99.71,61.5,66.92,25.88,80.9,6.998,92.4,Loamy,2.755,1.034,1.287,Sugarcane
84.91,60.68,99.45,24.34,80.95,6.913,108.2,Alluvial,1.497,0.814,1.089,Sugarcane
106.66,51.03,81.42,27.56,73.83,7.316,114.4,Black,4.03,1.144,1.024,Sugarcane
134.05,55.45,50.18,22.44,81.57,7.257,88.2,Laterite,2.632,0.713,1.178,Cotton
22.96,147.98,192.23,26.52,82.27,5.932,63.1,Loamy,2.818,0.887,1.468,Grapes
42.23,55.67,46.53,21.08,72.35,6.616,83.7,Laterite,2.853,0.69,1.387,Soybean
144.32,65.34,89.56,18.15,84.24,6.225,127.0,Red,1.532,1.075,0.783,Potato
26.92,60.76,63.46,24.89,53.46,6.272,95.7,Red,2.103,0.526,1.163,PigeonPeas
21.58,41.38,40.69,29.33,67.06,6.622,75.5,Red,2.62,0.688,1.371,Groundnut
51.96,65.75,22.21,29.18,63.83,6.915,74.8,Black,1.831,1.048,0.416,Blackgram
24.64,66.37,63.23,23.98,58.45,5.523,66.1,Red,2.635,0.706,0.548,KidneyBeans
74.09,48.78,38.05,24.7,64.68,6.759,92.1,Sandy,1.414,1.301,0.647,Sunflower
22.65,101.23,196.33,26.77,83.78,5.138,72.3,Red,1.847,0.864,0.902,Grapes
25.82,19.66,27.92,29.59,97.03,5.792,156.9,Alluvial,1.884,0.918,0.765,Coconut
86.41,46.12,74.14,18.0,71.08,6.681,75.3,Laterite,1.767,0.417,1.174,Onion
66.24,55.72,30.4,20.71,64.64,6.675,94.9,Loamy,1.731,0.671,0.555,Sunflower
27.6,13.16,28.37,26.25,90.02,6.295,147.1,Red,1.994,0.596,1.254,Coconut
19.63,80.44,11.41,18.74,63.28,6.98,56.7,Clay,2.294,0.559,1.147,Lentil
98.12,53.75,117.61,22.91,83.9,6.715,177.9,Black,1.566,0.974,0.735,Ginger
19.76,14.43,26.52,28.24,96.17,5.638,140.7,Black,1.833,0.674,1.433,Coconut
66.07,35.11,80.96,26.78,68.53,6.829,83.8,Black,1.216,1.082,1.462,Onion
128.35,35.7,48.3,24.15,76.83,7.282,92.9,Red,1.232,1.087,1.0,Cotton
16.98,50.13,46.75,23.8,57.43,6.696,56.7,Laterite,2.676,0.964,0.705,MungBean
53.09,77.55,18.7,26.86,75.22,6.828,75.2,Laterite,2.97,0.671,0.648,Blackgram
94.5,64.78,58.43,25.69,80.17,6.662,158.6,Black,2.729,0.552,0.496,Sugarcane
86.42,40.83,44.84,26.23,82.46,6.31,173.7,Alluvial,1.564,0.893,1.334,Jute
83.62,41.19,48.05,21.21,78.21,6.865,86.3,Clay,1.763,0.969,1.434,Sunflower
18.44,21.03,33.62,28.08,46.49,6.625,99.2,Clay,2.561,0.937,1.694,Mango
26.97,28.89,32.09,32.84,54.9,6.004,115.7,Clay,2.371,0.752,1.116,Mango
72.83,32.14,39.58,13.32,70.36,6.725,85.4,Clay,0.779,1.144,0.3,Mustard
25.29,41.96,39.4,29.96,65.59,6.618,94.6,Alluvial,1.747,0.665,1.539,Groundnut
81.08,38.53,41.0,21.07,56.05,6.492,106.2,Loamy,2.426,0.882,1.792,Maize
86.41,54.92,50.38,20.0,66.43,6.799,144.0,Black,2.196,1.07,0.541,Wheat
24.81,147.96,195.86,21.3,93.08,5.271,137.3,Red,2.071,1.077,0.997,Apple
111.11,60.05,88.71,28.44,81.77,6.589,135.1,Sandy,1.894,1.826,1.285,Sugarcane
15.39,146.26,187.77,21.02,91.59,5.431,121.2,Alluvial,2.285,1.344,0.641,Apple
90.56,52.91,43.7,25.55,65.57,6.339,112.5,Sandy,2.334,0.559,1.573,Maize
35.5,64.62,42.48,24.32,62.43,6.452,79.1,Black,1.915,0.524,1.374,Soybean
91.86,63.24,71.49,26.74,82.73,6.99,104.9,Loamy,2.308,1.047,1.362,Sugarcane
20.85,126.62,208.13,23.84,79.6,6.222,72.2,Red,2.795,0.972,1.46,Grapes
105.98,82.92,40.42,27.42,77.98,5.646,120.3,Black,2.272,1.357,0.95,Banana
39.44,64.76,82.65,19.01,54.6,6.718,71.0,Clay,2.429,1.163,1.285,ChickPea
94.41,64.68,39.61,28.6,78.01,6.078,118.1,Loamy,2.311,0.461,0.82,Banana
86.82,43.47,42.54,23.69,86.84,6.691,238.9,Red,2.987,0.438,1.578,Rice
25.95,124.66,218.39,26.64,77.27,5.901,67.8,Loamy,1.68,1.044,1.182,Grapes
86.25,41.28,102.17,24.55,80.91,5.835,190.8,Clay,1.943,0.998,1.419,Ginger
139.1,59.64,108.5,17.23,80.7,5.777,156.5,Alluvial,2.19,0.438,1.421,Potato
81.49,36.74,42.95,12.03,53.21,7.64,78.4,Alluvial,2.212,0.962,1.717,Mustard
76.1,48.83,48.9,17.29,64.04,6.929,104.7,Clay,2.168,0.727,1.503,Mustard
79.95,50.08,34.78,27.18,81.11,6.99,173.2,Red,2.215,0.764,1.159,Jute
38.93,78.2,61.38,18.21,51.53,6.938,51.0,Loamy,1.034,0.988,1.615,ChickPea
17.65,65.08,16.78,18.91,60.03,6.978,55.8,Black,2.222,0.748,1.461,Lentil
47.83,46.67,35.36,24.47,62.58,6.423,104.2,Alluvial,1.368,0.344,1.56,Soybean
16.27,70.63,17.07,18.69,58.31,6.326,40.8,Black,1.316,0.562,1.159,Lentil
70.66,45.15,50.61,24.82,60.63,5.775,116.5,Alluvial,2.099,0.386,1.549,Maize
86.73,40.78,90.66,26.85,71.56,6.498,83.9,Red,2.556,0.633,1.65,Onion
94.21,54.28,35.79,18.37,66.88,6.907,98.6,Red,1.959,0.942,0.851,Wheat
83.17,60.91,125.76,29.05,77.62,6.619,131.9,Alluvial,2.618,0.964,2.209,Turmeric
25.03,63.98,72.52,18.06,65.05,5.803,85.2,Loamy,3.007,0.812,1.779,KidneyBeans
16.49,82.25,16.59,22.17,56.27,6.625,35.7,Black,1.047,0.205,1.295,Lentil
69.51,48.17,79.61,21.08,77.02,6.413,82.3,Laterite,2.127,0.606,1.364,Onion
95.83,36.34,50.58,23.13,76.96,6.474,235.8,Sandy,1.953,0.581,1.205,Jute
78.89,42.33,33.26,20.12,81.71,6.082,234.5,Clay,2.107,0.599,1.721,Rice
92.24,39.61,36.92,17.39,73.76,6.729,128.0,Alluvial,2.635,1.143,0.859,Wheat
115.7,46.59,101.24,21.98,87.85,6.22,133.8,Sandy,1.967,1.284,1.043,Ginger
67.6,35.33,46.7,25.0,79.61,6.718,209.3,Red,1.925,0.654,1.643,Rice
18.85,81.51,13.87,19.38,58.47,6.557,43.9,Black,2.16,0.857,1.158,Lentil
97.83,61.26,78.31,23.11,66.96,6.114,90.3,Red,0.644,0.617,1.326,Tomato
24.86,47.66,69.01,26.72,46.72,6.941,43.3,Sandy,1.12,0.989,0.69,MothBeans
27.66,71.98,73.81,23.75,46.72,5.886,107.6,Sandy,1.127,0.325,0.403,PigeonPeas
16.58,52.21,34.59,33.93,69.14,6.523,126.3,Laterite,2.02,0.613,0.828,Groundnut
42.71,57.09,37.4,22.2,66.3,5.776,111.0,Red,2.228,0.427,1.504,Soybean
27.7,47.82,75.63,29.48,48.77,5.639,75.3,Loamy,2.009,0.711,1.387,PigeonPeas
77.0,65.95,81.62,26.92,68.83,6.528,94.8,Black,2.516,0.753,1.633,Tomato
78.67,46.13,46.2,27.78,65.58,7.422,79.1,Red,2.733,1.097,1.65,Sunflower
42.33,69.31,73.31,21.47,64.61,7.075,86.8,Black,3.0,1.16,1.109,ChickPea
23.77,123.11,212.39,25.06,83.07,5.746,79.8,Sandy,1.885,1.024,1.712,Grapes
107.78,46.39,100.36,21.07,80.76,6.481,157.9,Clay,3.146,0.646,1.15,Ginger
79.96,41.54,47.52,18.84,63.03,6.036,90.9,Sandy,2.135,0.738,0.996,Maize
88.29,39.51,33.94,16.55,53.13,7.582,69.1,Sandy,1.875,0.96,1.405,Mustard
22.25,144.85,184.66,26.77,90.61,5.68,114.4,Clay,1.845,1.251,1.472,Apple
84.49,46.97,89.23,23.91,67.34,6.899,79.3,Black,1.595,0.952,1.68,Onion
23.36,58.14,75.86,18.65,64.05,6.5,62.0,Sandy,2.131,0.831,0.908,KidneyBeans
14.7,74.31,23.57,19.24,64.62,6.92,39.6,Loamy,1.222,0.822,0.977,Lentil
15.12,125.29,195.77,21.78,91.19,5.056,107.4,Alluvial,1.856,0.6,0.792,Apple
45.68,59.01,71.85,13.72,56.88,7.626,83.4,Red,0.5,0.886,1.521,ChickPea
30.17,33.48,88.98,25.85,52.06,6.717,73.4,Alluvial,2.824,0.672,1.697,MothBeans
32.36,71.48,89.92,19.14,61.99,6.756,75.0,Alluvial,2.141,0.81,1.431,ChickPea
61.72,38.04,49.51,26.01,76.46,6.35,247.2,Loamy,1.157,0.756,1.174,Rice
15.06,62.78,14.91,19.73,58.0,7.429,51.9,Sandy,1.52,0.681,0.762,Lentil
67.47,39.81,35.93,25.03,83.4,6.352,232.0,Laterite,2.239,0.696,1.417,Rice
30.41,128.85,200.99,21.29,75.7,5.047,65.8,Loamy,1.593,1.185,0.488,Grapes
19.0,38.84,45.44,26.81,70.49,6.606,41.5,Sandy,1.867,0.709,1.242,MungBean
79.21,44.2,33.04,24.9,66.64,6.304,84.4,Red,2.577,0.794,0.996,Sunflower
18.7,74.29,63.99,28.03,47.84,6.592,103.5,Sandy,2.744,0.83,1.053,PigeonPeas
18.09,25.97,34.62,26.08,53.88,6.139,111.9,Laterite,2.146,0.82,1.31,Mango
83.35,36.3,39.41,24.16,78.76,5.795,262.8,Sandy,2.457,1.11,1.701,Rice
16.69,25.1,27.2,30.23,50.27,5.703,110.3,Sandy,3.86,1.043,1.95,Mango
109.28,61.99,93.84,23.14,78.79,5.33,140.3,Alluvial,1.676,0.471,1.301,Potato
94.96,64.15,86.61,27.66,77.45,6.873,128.3,Red,2.234,0.906,0.99,Sugarcane
25.5,46.34,35.87,27.9,63.7,7.271,32.2,Loamy,1.797,0.489,1.269,MungBean
78.25,39.39,42.57,22.53,81.67,6.438,270.3,Red,3.235,1.24,1.683,Rice
108.68,36.66,38.81,24.17,79.72,6.889,91.9,Black,1.888,0.248,1.506,Cotton
14.34,45.59,82.94,30.89,59.66,6.924,58.2,Clay,2.849,0.855,1.354,MothBeans
79.13,51.56,35.2,29.67,80.97,6.865,192.7,Alluvial,2.034,0.598,0.964,Jute
34.11,60.11,19.0,30.94,67.38,6.779,39.9,Black,1.789,0.764,0.736,Blackgram
99.39,45.57,94.5,25.34,84.45,6.291,173.3,Alluvial,0.549,0.645,1.123,Ginger
105.5,58.13,121.58,27.51,84.61,6.319,164.2,Red,2.473,0.887,1.323,Turmeric
25.72,14.43,33.29,25.9,94.89,5.957,144.8,Clay,1.984,1.063,1.0,Coconut
65.05,46.19,30.09,19.38,67.48,7.172,75.0,Alluvial,2.187,0.834,0.756,Mustard
65.92,45.75,47.69,23.43,79.28,6.799,170.8,Red,2.371,0.934,0.871,Jute
101.66,57.66,119.01,25.07,82.94,6.45,157.0,Sandy,1.927,0.467,1.093,Turmeric
106.19,61.22,116.53,24.25,80.77,6.181,196.3,Loamy,2.111,0.947,0.766,Turmeric
93.74,41.47,38.1,18.99,71.85,6.676,112.2,Alluvial,1.526,0.762,1.177,Wheat
110.34,48.87,50.6,18.69,66.36,6.66,150.2,Loamy,3.415,0.537,0.949,Wheat
22.47,61.06,20.33,19.65,57.42,6.486,48.7,Laterite,1.302,1.119,1.295,Lentil
28.8,53.49,32.17,23.27,68.14,6.419,112.2,Laterite,2.667,0.886,1.661,Groundnut
75.42,31.86,83.05,24.28,73.7,7.144,96.8,Laterite,2.271,0.781,0.566,Onion
27.23,26.05,28.73,35.2,45.29,5.998,106.3,Black,2.076,0.793,1.184,Mango
21.48,65.26,80.81,25.04,45.85,6.063,107.8,Alluvial,1.447,1.073,0.98,PigeonPeas
109.68,42.25,86.12,22.92,82.4,6.079,196.3,Clay,2.252,0.961,2.012,Ginger
12.88,146.1,197.59,25.2,95.8,5.588,98.7,Sandy,2.767,0.719,1.444,Apple
116.41,48.63,97.65,22.34,84.17,6.482,163.4,Sandy,2.275,0.933,1.105,Ginger
24.35,19.04,29.59,27.9,91.98,5.97,152.7,Black,2.141,0.673,1.658,Coconut
17.79,70.27,15.83,20.95,60.8,7.502,41.6,Sandy,3.225,0.732,0.78,Lentil
38.35,54.27,43.52,22.18,64.25,6.445,101.0,Clay,2.093,0.968,1.05,Soybean
16.1,34.03,37.39,31.27,42.6,6.257,75.9,Sandy,1.728,1.085,0.718,Mango
121.02,77.73,39.19,26.46,73.35,6.058,128.7,Clay,2.59,0.858,1.446,Banana
24.18,56.44,34.66,30.52,68.2,6.726,73.9,Sandy,2.249,1.109,1.082,Groundnut
19.9,48.93,38.3,30.12,67.88,6.361,95.1,Alluvial,3.364,1.132,1.568,Groundnut
23.44,124.89,181.66,21.57,83.72,5.56,66.9,Clay,3.537,0.421,0.876,Grapes
33.11,53.4,15.74,29.18,70.35,6.011,60.6,Alluvial,2.472,1.299,0.68,Blackgram
112.14,95.06,53.78,26.52,69.42,5.965,109.0,Clay,2.235,0.473,0.604,Banana
130.12,62.05,104.21,20.92,83.51,5.203,153.6,Laterite,3.169,0.486,1.673,Potato
23.3,35.25,34.08,31.71,52.2,5.98,101.6,Clay,1.351,0.413,1.426,Mango
71.09,64.05,52.68,25.24,73.27,6.604,86.6,Alluvial,2.208,0.8,0.976,Tomato
132.32,63.11,93.27,15.37,84.76,6.037,138.7,Loamy,2.727,1.841,0.89,Potato
131.88,54.14,84.23,17.4,86.72,6.23,148.0,Loamy,1.945,0.963,1.639,Potato
68.3,47.63,37.75,20.32,75.53,6.748,101.9,Sandy,1.705,0.881,1.717,Wheat
129.91,62.1,104.03,21.97,78.59,5.865,159.4,Red,2.676,1.281,0.619,Potato
38.19,56.74,47.12,24.71,67.34,6.528,67.0,Loamy,3.096,0.903,1.937,Soybean
118.67,94.08,52.0,24.89,76.76,6.151,118.3,Loamy,2.673,0.886,1.022,Banana
13.41,135.51,213.43,21.24,95.66,5.915,115.8,Red,2.507,0.783,1.274,Apple
83.21,96.49,43.96,25.43,72.33,6.248,103.1,Alluvial,2.193,1.411,1.643,Banana
101.26,78.59,46.61,26.85,70.93,5.904,76.5,Alluvial,2.94,0.278,0.408,Banana
36.48,56.41,44.27,26.41,68.3,7.038,70.1,Laterite,2.585,1.335,0.818,Soybean
82.37,44.3,47.72,26.62,76.05,7.074,172.1,Alluvial,3.063,0.367,1.316,Jute
87.22,39.71,35.06,19.69,68.2,7.061,136.1,Red,2.742,0.825,1.453,Wheat
109.99,74.45,77.84,23.07,81.01,6.702,119.2,Sandy,0.663,0.634,0.45,Sugarcane
22.68,16.92,27.35,28.76,91.8,5.923,150.1,Clay,1.838,0.789,1.25,Coconut
83.85,66.63,53.79,21.68,78.1,6.147,92.0,Sandy,2.777,0.538,1.472,Tomato
23.37,73.35,81.16,27.42,46.6,6.108,109.1,Black,2.84,0.507,1.302,PigeonPeas
45.29,58.39,70.29,14.62,59.89,6.706,73.4,Laterite,1.249,1.126,1.222,ChickPea
29.65,49.57,33.06,29.68,65.41,7.21,105.1,Sandy,1.834,0.754,1.215,Groundnut
82.57,35.55,28.7,25.95,85.88,6.561,218.0,Laterite,2.372,0.411,1.291,Rice
73.65,36.7,47.38,24.97,57.23,7.761,84.1,Loamy,2.589,0.751,0.871,Mustard
16.98,36.99,39.94,28.39,59.92,6.923,60.8,Clay,2.857,1.02,0.852,MungBean
19.72,27.99,24.25,28.37,51.21,5.92,102.4,Laterite,1.662,0.838,1.31,Mango
14.18,34.28,43.72,30.74,61.21,6.034,48.2,Red,2.175,0.528,0.791,MungBean
106.09,43.24,94.19,23.5,82.17,6.041,155.9,Clay,3.103,0.921,1.648,Ginger
28.65,71.38,78.84,19.2,55.26,6.209,73.5,Red,2.254,0.577,0.494,ChickPea
121.32,53.2,66.15,18.49,83.71,5.961,143.3,Black,2.249,0.419,1.179,Potato
18.88,60.28,86.25,20.47,58.35,5.817,72.5,Black,2.663,0.593,1.352,KidneyBeans
86.35,43.93,46.02,22.74,64.7,6.521,90.3,Loamy,2.734,0.996,1.033,Maize
19.35,13.73,24.49,28.81,91.94,5.696,156.7,Black,2.0,0.553,1.967,Coconut
74.55,54.86,47.83,26.22,78.05,6.207,143.9,Red,3.045,1.349,1.293,Jute
29.94,44.26,76.27,27.4,47.76,6.94,48.9,Black,2.418,0.42,0.462,MothBeans
106.59,60.85,72.53,25.09,73.58,7.619,99.7,Loamy,2.553,0.808,1.214,Sugarcane
14.3,80.13,76.78,25.58,50.0,6.026,119.2,Black,3.154,0.652,0.389,PigeonPeas
96.26,50.46,105.58,22.24,79.32,6.342,146.5,Red,1.794,0.201,0.53,Ginger
66.42,50.28,63.69,20.51,66.11,6.166,96.7,Black,2.417,0.17,0.305,Maize
87.85,65.09,77.16,22.14,79.01,6.689,101.2,Red,2.444,1.135,1.658,Tomato
114.64,71.78,49.14,27.86,76.16,6.385,93.8,Loamy,2.441,0.248,1.463,Banana
