State,District,Year,Season,Crop,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Yield_kg_ha,Price_INR_q
Chhattisgarh,Raipur,2019,Rabi,Mustard,79.94,44.04,56.18,28.1476,66.4943,6.1143,1186.84,1549.2,5086.6
Arunachal Pradesh,East Kameng,2023,Kharif,Ginger,126.62,44.27,106.61,25.85,72.49,5.86,2202.08,3802.83,5917.01
Manipur,Bishnupur,2020,Kharif,Ginger,113.66,19.62,76.09,22.1,80.54,5.95,1113.91,3868.6,5043.19
Maharashtra,Satara,2023,Kharif,Rice,91.45,57.93,13.39,33.93,78.03,6.75,1092.35,4809.14,1676.62
Uttarakhand,Pauri Garhwal,2020,Kharif,Maize,72.32,59.6,53.67,23.4532,83.4857,5.9726,1669.15,2724.9,1786.88
Punjab,Ropar,2019,Rabi,Potato,111.09,52.23,98.74,6.47,63.8,7.82,549.12,23976.7,840.53
Uttar Pradesh,Mathura,2019,Annual,Mango,19.14,20.53,25.25,20.8569,79.5903,7.0846,810.01,5395.1,2812.54
Maharashtra,Nagpur,2020,Annual,Banana,88.63,96.49,51.59,25.23,64.74,7.34,627.36,24518.42,1217.68
Uttarakhand,Dehradun,2019,Rabi,Mustard,75.21,48.52,40.64,8.14,86.79,6.39,1420.31,1701.9,5250.14
Uttar Pradesh,Bareilly,2020,Annual,Mango,20.64,15.62,5.75,28.78,65.25,6.94,938.19,9801.9,2980.82
Karnataka,Chamarajanagar,2021,Annual,Coconut,34.36,15.5,13.37,21.89,65.96,5.74,692.01,8510.28,1518.01
Uttarakhand,Pithoragarh,2022,Rabi,Tomato,45.66,64.04,101.09,9.59,83.34,6.39,1728.98,15220.4,2257.43
Uttar Pradesh,Gorakhpur,2020,Rabi,Onion,48.43,43.41,67.53,30.57,67.14,7.18,1129.92,11921.97,2389.72
Jharkhand,Hazaribagh,2020,Kharif,Rice,90.92,26.9,40.98,30.69,85.64,5.57,1104.95,2112.0,1934.03
Kerala,Alappuzha,2022,Kharif,Ginger,83.88,30.64,123.86,27.0,94.51,5.89,2855.99,2874.18,4983.92
Andhra Pradesh,Chittoor,2023,Annual,Banana,99.53,80.69,36.86,30.12,64.15,5.79,951.17,24080.2,1282.25
Chhattisgarh,Bilaspur,2022,Kharif,Maize,40.59,42.17,35.25,30.1162,74.3217,6.2353,1097.21,2534.2,1648.08
Puducherry,Yanam,2019,Rabi,Tomato,101.28,47.56,83.58,25.4684,78.4541,6.4013,1252.85,20790.5,2297.92
Gujarat,Sabarkantha,2019,Annual,Sugarcane,108.08,74.57,103.23,23.88,50.63,7.03,579.21,79194.7,257.66
Rajasthan,Bharatpur,2022,Kharif,MothBeans,22.18,44.32,82.18,24.57,28.9,8.08,324.36,833.4,4085.99
Karnataka,Belagavi,2021,Rabi,Grapes,19.14,135.5,195.71,24.2117,65.3441,6.2079,638.56,14663.5,4355.8
Maharashtra,Mumbai,2022,Kharif,Cotton,113.4,35.31,23.64,26.9,45.32,7.79,1062.69,410.5,6967.59
Madhya Pradesh,Ujjain,2021,Kharif,Cotton,167.56,36.59,61.37,27.5589,75.9401,5.9311,844.84,538.4,5604.19
Madhya Pradesh,Hoshangabad,2023,Rabi,Mustard,87.94,38.33,49.49,21.074,60.4851,7.4569,1015.4,1926.7,5362.21
Bihar,Bhagalpur,2019,Kharif,Rice,101.69,42.65,38.59,27.07,86.14,7.01,1046.08,2757.57,1588.7
Maharashtra,Nashik,2023,Kharif,Rice,64.37,39.81,32.4,26.18,66.95,6.55,880.94,3206.5,1781.1
Assam,Golaghat,2022,Kharif,Ginger,130.52,46.39,120.77,24.5,81.52,5.9,1524.66,4674.8,5381.6
Gujarat,Rajkot,2019,Annual,Sugarcane,99.88,36.71,77.51,21.1306,88.6648,8.6442,650.38,84783.4,294.13
Arunachal Pradesh,Lohit,2021,Kharif,Rice,44.34,31.95,49.74,19.2839,88.7292,6.0365,2027.72,2505.6,1817.49
Jammu & Kashmir,Anantnag,2023,Rabi,Lentil,22.11,53.84,6.79,17.35,67.45,5.59,1308.89,904.6,6338.16
Tamil Nadu,Tiruppur,2023,Rabi,Tomato,74.72,63.72,59.82,27.3744,81.2313,5.7084,836.22,17239.1,2720.71
Madhya Pradesh,Sagar,2023,Kharif,Soybean,10.49,77.04,46.16,28.31,65.22,6.54,874.81,1671.3,3948.77
Haryana,Jhajjar,2021,Annual,Sugarcane,54.44,84.02,88.46,24.52,55.24,6.98,876.45,58305.0,267.48
Madhya Pradesh,Indore,2022,Rabi,Wheat,78.68,53.81,50.78,21.3662,35.7499,7.3501,1171.5,4690.4,2181.66
Gujarat,Anand,2021,Kharif,Rice,93.02,40.46,27.75,26.49,59.45,6.99,496.96,2833.8,1659.45
Andhra Pradesh,Vizianagaram,2019,Kharif,Maize,99.5,18.93,50.9,32.1,94.42,6.25,1405.99,3854.5,1489.17
Karnataka,Hassan,2023,Annual,Banana,138.67,91.7,44.58,28.77,68.14,6.27,893.29,21007.95,1084.3
Odisha,Rourkela,2023,Rabi,Mustard,58.85,35.11,38.76,24.2748,75.3938,5.8292,1480.52,1863.9,5545.88
Gujarat,Jamnagar,2021,Rabi,Wheat,100.08,41.65,32.68,23.06,64.29,6.94,589.31,3313.2,1973.15
Meghalaya,East Khasi Hills,2021,Rabi,Potato,117.99,42.84,119.73,13.8,76.18,5.55,2219.57,19329.5,987.56
Gujarat,Vadodara,2019,Rabi,Potato,95.47,56.38,109.7,25.25,69.61,7.06,605.08,20105.53,1119.25
Madhya Pradesh,Dewas,2019,Rabi,Lentil,20.2,81.96,35.23,24.54,61.57,6.48,1131.8,1477.54,5854.65
Uttar Pradesh,Saharanpur,2020,Rabi,Mustard,84.78,59.7,28.9,20.63,52.18,7.96,662.72,1925.1,4572.69
Karnataka,Shivamogga,2019,Kharif,Maize,86.76,41.04,50.99,19.8474,61.9579,5.8656,1254.09,4496.0,1817.71
Odisha,Rourkela,2020,Rabi,Tomato,87.24,68.99,100.16,26.37,83.5,5.7,1873.56,19279.5,2952.44
Bihar,Muzaffarpur,2023,Kharif,Maize,84.75,56.47,71.5,25.92,61.95,6.51,1043.47,3048.33,1846.6
Telangana,Warangal,2019,Kharif,Maize,89.13,38.86,40.17,28.643,71.5635,7.1249,686.94,2348.8,1866.51
Andhra Pradesh,Nellore,2023,Kharif,Groundnut,9.35,40.73,33.08,27.01,63.27,5.62,492.39,1798.8,5649.71
Uttarakhand,Pauri Garhwal,2020,Rabi,Lentil,20.35,36.71,14.78,21.13,71.63,4.54,1527.01,1173.9,4716.85
Jharkhand,Dhanbad,2020,Kharif,Maize,110.99,36.04,42.95,21.17,61.13,6.02,1518.2,2151.2,1917.09
Jharkhand,Ranchi,2023,Kharif,Rice,99.57,38.4,45.14,27.3996,81.6656,5.4462,1214.44,4201.5,2083.94
Gujarat,Rajkot,2021,Kharif,Groundnut,20.97,44.53,43.78,33.18,69.32,7.94,386.53,1068.51,4919.99
Andaman & Nicobar,North and Middle Andaman,2022,Annual,Coconut,27.14,20.61,37.27,29.66,84.15,5.12,2549.32,8362.5,1578.92
Andhra Pradesh,Visakhapatnam,2023,Annual,Sugarcane,102.93,58.22,104.33,26.44,71.17,6.5,766.09,65506.9,278.62
Maharashtra,Satara,2021,Kharif,Soybean,33.4,76.61,42.2,26.8285,59.3798,6.4207,814.76,1112.3,3618.5
Bihar,Muzaffarpur,2020,Kharif,Maize,81.83,57.34,62.86,25.29,60.57,6.55,1096.74,4022.9,1892.86
Tamil Nadu,Erode,2020,Rabi,Onion,115.48,40.3,95.56,24.41,70.33,6.89,676.88,12404.5,2062.12
Mizoram,Champhai,2023,Kharif,Maize,91.7,63.65,43.83,30.73,83.86,4.95,2082.46,3024.56,1712.2
Madhya Pradesh,Vidisha,2021,Kharif,Groundnut,16.28,55.72,43.01,27.59,47.87,6.73,791.95,2963.16,5623.28
Delhi,East Delhi,2023,Rabi,Wheat,72.23,40.0,23.54,22.84,59.65,7.89,827.6,2759.4,1730.71
Sikkim,North Sikkim,2021,Kharif,Rice,66.77,48.35,35.4,9.0284,77.1299,5.3258,2316.38,2281.8,2016.12
Bihar,Gaya,2023,Annual,Mango,17.99,41.09,32.73,22.26,66.61,6.32,1034.15,6905.3,2768.46
Tripura,West Tripura,2023,Kharif,Ginger,115.29,79.26,96.8,31.48,82.95,6.05,2316.67,3098.1,5862.65
Madhya Pradesh,Bhopal,2019,Rabi,Potato,81.82,46.24,120.12,34.5841,56.4809,7.1032,753.64,21910.7,936.65
Manipur,Imphal East,2022,Rabi,Potato,122.68,80.65,92.58,19.3388,82.4433,5.6001,1750.26,18976.4,997.83
Madhya Pradesh,Sagar,2021,Rabi,Wheat,98.87,58.04,46.57,20.93,63.6,6.59,1052.44,4473.3,1690.66
Kerala,Thrissur,2022,Kharif,Rice,74.88,47.54,38.07,25.6249,88.7793,5.7665,2259.49,4033.0,2042.3
West Bengal,Nadia,2019,Rabi,Tomato,108.84,86.12,48.16,24.8168,68.025,5.4609,1605.4,24219.2,2534.58
Tamil Nadu,Thanjavur,2019,Annual,Banana,94.86,59.14,58.43,28.3608,72.0904,6.1442,913.85,24864.4,1173.71
Nagaland,Wokha,2021,Zaid,MungBean,21.98,50.33,46.04,22.82,84.76,6.06,2145.06,838.0,6780.2
Maharashtra,Nashik,2019,Rabi,Onion,82.07,50.94,88.54,34.5391,52.6865,5.7411,1096.05,16937.1,1888.71
Uttarakhand,Dehradun,2023,Rabi,Mustard,84.3,51.29,38.18,8.17,85.82,6.58,1417.36,1561.67,5293.44
Telangana,Karimnagar,2023,Kharif,Soybean,37.64,43.98,25.43,17.3903,83.8124,6.2326,1106.82,1947.8,4371.62
Tamil Nadu,Ramanathapuram,2023,Kharif,Rice,72.72,75.7,33.9,23.41,67.6,7.23,824.7,3105.6,1498.18
Uttar Pradesh,Agra,2020,Annual,Mango,14.41,40.39,24.49,24.0148,56.1646,7.1675,750.99,6172.6,3142.84
Tamil Nadu,Nagapattinam,2023,Rabi,Tomato,103.85,89.74,99.0,22.74,77.4,5.95,832.13,23790.5,2847.1
Haryana,Ambala,2023,Zaid,MungBean,7.9,48.41,65.56,37.1058,49.89,8.16,634.38,926.0,6942.58
Rajasthan,Alwar,2021,Kharif,Soybean,37.78,35.49,55.42,31.0865,28.4893,7.1324,379.28,1822.5,3899.66
Kerala,Thiruvananthapuram,2021,Kharif,Rice,92.76,46.54,30.45,30.64,83.32,5.69,2638.1,3916.9,1882.52
Mizoram,Serchhip,2021,Kharif,Maize,52.53,46.11,51.6,24.3557,81.5129,4.9814,1361.63,2143.6,1754.17
Haryana,Rohtak,2023,Rabi,Wheat,66.26,41.3,46.08,27.9741,66.1969,6.9677,684.92,2810.7,1730.55
Odisha,Sambalpur,2021,Kharif,Groundnut,26.84,54.33,20.32,26.42,84.68,5.33,1860.72,1840.9,6548.73
Gujarat,Mehsana,2020,Kharif,Cotton,144.77,54.81,24.31,24.4619,50.7693,7.1135,524.01,306.2,5406.32
Telangana,Khammam,2022,Kharif,Cotton,88.96,81.32,43.5,27.44,43.94,7.14,1175.59,443.6,5789.11
Manipur,Imphal West,2022,Kharif,Rice,90.82,25.24,32.49,23.83,87.2,4.96,1686.66,2755.9,1701.61
Maharashtra,Kolhapur,2023,Rabi,Tomato,52.59,48.5,110.22,33.2309,84.7165,6.5289,784.86,17413.8,2509.95
Uttarakhand,Nainital,2022,Kharif,Ginger,85.74,63.67,66.35,22.2912,58.5544,7.0649,952.33,4336.5,5109.39
Punjab,Patiala,2021,Kharif,Rice,92.66,34.98,63.36,23.65,68.79,7.23,827.38,3884.6,1806.38
Telangana,Nalgonda,2020,Annual,Banana,78.66,84.06,35.74,28.0,61.23,6.63,989.54,25447.0,1107.63
Nagaland,Dimapur,2020,Zaid,MungBean,22.08,19.44,15.0,11.1,85.66,5.82,1605.5,1.0,7843.65
Gujarat,Vadodara,2019,Annual,Sugarcane,74.32,76.18,72.38,26.4363,55.1974,6.902,344.01,62774.0,315.36
Arunachal Pradesh,West Kameng,2023,Kharif,Ginger,90.74,43.1,112.44,14.0294,89.2106,6.0984,2945.4,4385.9,5456.67
Madhya Pradesh,Bhopal,2022,Annual,Sugarcane,93.14,98.2,104.36,24.81,28.57,7.47,893.91,54324.86,247.53
West Bengal,North 24 Parganas,2023,Annual,Mango,13.44,39.94,35.8,26.8,87.65,5.38,1783.0,9295.5,2876.57
Kerala,Wayanad,2020,Annual,Banana,106.61,91.1,47.04,29.14,95.25,5.92,2375.06,20958.7,1215.21
Karnataka,Belagavi,2020,Rabi,Grapes,22.19,123.14,193.03,19.4443,61.6407,6.6599,1079.44,16789.6,4173.13
Odisha,Balasore,2023,Kharif,Rice,86.87,39.92,63.23,26.12,76.39,7.11,1257.87,2576.65,1631.16
Assam,Cachar,2020,Kharif,Rice,81.2,31.01,73.69,22.66,85.82,5.8,1203.28,2780.14,1821.57
Maharashtra,Jalgaon,2023,Annual,Mango,37.66,34.51,8.27,16.4,71.51,6.61,1294.96,6626.3,2993.95
Bihar,Purnia,2021,Rabi,Wheat,97.72,50.95,42.91,20.73,63.76,7.21,1109.46,3479.22,2076.9
Assam,Barpeta,2019,Kharif,Turmeric,88.23,42.66,117.27,26.84,84.54,6.23,2047.92,4129.7,5629.34
Punjab,Sangrur,2019,Rabi,Potato,174.48,64.21,110.41,33.0391,70.5064,8.1655,693.93,19134.5,974.65
Haryana,Gurugram,2020,Annual,Sugarcane,106.29,39.67,83.91,30.1,67.57,6.84,554.37,70200.0,310.1
Gujarat,Bhavnagar,2023,Rabi,Mustard,40.55,61.83,33.88,22.14,62.6,8.39,751.48,937.98,5262.27
Rajasthan,Bikaner,2022,Kharif,Cotton,170.53,52.8,62.54,36.8411,23.8949,6.8535,404.21,436.0,6219.12
Tamil Nadu,Thanjavur,2022,Kharif,Rice,60.28,42.84,31.68,33.27,66.61,6.76,858.12,3491.05,1969.4
West Bengal,Kolkata,2022,Rabi,Mustard,40.37,41.75,26.71,24.02,74.32,5.56,1835.54,1733.4,5269.15
Mizoram,Aizawl,2021,Kharif,Maize,88.29,46.18,47.9,20.9785,87.794,5.4253,1679.48,4425.8,1986.43
Telangana,Mahabubnagar,2023,Kharif,Maize,68.95,36.04,64.87,25.6482,67.1878,6.7165,879.45,4347.9,1869.12
Himachal Pradesh,Hamirpur,2020,Kharif,Maize,83.72,63.72,44.35,13.0746,81.4087,5.3927,778.99,2961.7,1883.68
Gujarat,Amreli,2020,Kharif,Groundnut,21.61,73.78,45.82,21.9539,45.0572,7.2164,807.03,2260.0,6178.56
Himachal Pradesh,Bilaspur,2022,Rabi,Tomato,60.66,63.55,117.42,25.76,84.92,6.21,897.29,18213.7,2474.79
Tamil Nadu,Madurai,2020,Annual,Banana,82.45,103.93,52.3,28.06,68.77,7.37,1114.4,29873.9,1131.99
Haryana,Panipat,2019,Rabi,Mustard,98.43,44.95,17.66,15.63,47.65,7.65,650.2,3997.02,6039.0
Uttarakhand,Pauri Garhwal,2019,Kharif,Maize,84.73,55.95,30.68,21.83,76.15,5.76,1225.25,2374.7,1894.2
Nagaland,Wokha,2022,Zaid,MungBean,23.89,49.92,49.19,21.4836,85.1275,6.0824,2095.87,838.0,6780.2
Madhya Pradesh,Dewas,2019,Rabi,Mustard,73.24,34.33,58.61,26.64,47.72,7.14,711.56,1443.5,5468.12
Rajasthan,Barmer,2020,Kharif,Cotton,151.39,22.65,46.09,22.4,24.77,8.24,265.43,1780.93,6064.69
Assam,Barpeta,2022,Annual,Sugarcane,100.04,37.82,69.71,21.98,83.95,5.51,1573.62,76032.35,318.61
Himachal Pradesh,Una,2019,Kharif,Maize,57.4,47.35,52.35,13.43,68.73,6.32,1221.03,3349.66,1801.25
Nagaland,Dimapur,2021,Kharif,Rice,66.65,41.09,51.74,17.3293,76.8982,4.9594,1796.12,2688.7,1780.86
Kerala,Alappuzha,2023,Kharif,Ginger,108.86,45.94,122.23,28.26,92.96,5.55,2891.08,4186.45,6248.75
Karnataka,Mangaluru,2019,Kharif,Groundnut,36.05,59.34,49.69,31.32,56.52,6.48,1125.71,1606.1,5412.74
Odisha,Balasore,2023,Kharif,Maize,85.31,46.66,21.81,27.6229,85.8137,5.3224,1606.82,4495.2,2076.42
Maharashtra,Wardha,2019,Rabi,Wheat,70.04,51.08,41.58,34.2475,57.4988,6.6729,617.94,4065.6,2154.91
Kerala,Alappuzha,2023,Kharif,Turmeric,84.42,64.45,111.29,23.21,79.34,5.22,3561.29,5814.68,7936.51
Tripura,North Tripura,2023,Kharif,Rice,76.34,20.6,59.4,25.98,89.84,4.73,1851.85,3947.0,1813.67
Jammu & Kashmir,Srinagar,2023,Kharif,Soybean,45.2,69.82,36.63,24.8578,51.1406,6.6369,1484.72,1661.2,3916.41
Chandigarh,Chandigarh,2022,Kharif,Rice,99.28,39.45,48.63,33.6485,76.5424,6.7563,560.64,2709.2,1843.56
Punjab,Ropar,2020,Kharif,Cotton,133.72,32.56,29.19,28.69,72.87,7.72,1006.08,300.6,6686.3
Arunachal Pradesh,Itanagar,2020,Rabi,Apple,9.75,112.25,266.53,17.71,83.14,5.44,2211.58,14549.8,5016.47
Telangana,Nizamabad,2020,Annual,Mango,19.22,36.28,10.33,30.98,54.55,6.29,1031.64,8910.21,2872.03
Assam,Tinsukia,2023,Rabi,Mustard,84.98,25.73,52.79,22.81,73.35,5.56,1408.17,1471.6,5722.1
Rajasthan,Ajmer,2023,Zaid,MungBean,29.34,35.07,46.44,28.43,61.76,7.62,197.59,1508.01,7171.09
West Bengal,Howrah,2019,Rabi,Tomato,64.64,75.16,70.39,18.36,71.98,5.33,1794.1,16834.72,2184.37
Karnataka,Bellary,2019,Rabi,Grapes,28.21,132.1,221.62,23.79,72.63,6.85,482.79,16917.2,4239.28
Meghalaya,West Khasi Hills,2020,Kharif,Maize,63.08,40.12,39.25,14.39,83.14,5.0,1552.39,2232.7,1669.98
Gujarat,Surat,2019,Kharif,Groundnut,37.37,47.86,41.91,34.2325,54.1046,7.4125,503.43,2017.8,5855.21
Jharkhand,Bokaro,2020,Kharif,PigeonPeas,13.36,49.38,93.6,32.33,71.44,5.94,1105.74,935.8,6934.64
Rajasthan,Jaisalmer,2019,Zaid,MungBean,21.09,29.42,52.73,21.85,78.79,7.41,384.21,1014.0,8694.38
Karnataka,Raichur,2021,Rabi,Sunflower,63.5,48.0,50.06,22.1803,57.7658,6.4782,829.9,1517.7,5059.85
Kerala,Kollam,2023,Kharif,Turmeric,95.9,49.85,110.4,28.59,83.07,6.01,3735.7,4319.75,6890.75
Jammu & Kashmir,Udhampur,2020,Rabi,Mustard,82.66,30.35,61.58,16.34,66.23,6.97,693.37,3258.58,4743.02
Gujarat,Mehsana,2021,Rabi,Wheat,53.66,57.37,29.69,31.3,68.64,7.98,882.11,4387.2,1984.69
Tamil Nadu,Dindigul,2021,Annual,Mango,23.02,31.16,14.95,29.59,80.56,5.66,1185.61,8246.9,3097.08
Chhattisgarh,Rajnandgaon,2022,Kharif,Soybean,22.56,44.36,31.1,28.02,59.27,6.64,1339.73,1815.6,4246.59
Odisha,Sambalpur,2019,Annual,Sugarcane,93.63,67.7,81.19,29.29,81.26,5.28,1519.99,67432.09,376.55
Karnataka,Tumkur,2022,Kharif,Cotton,101.87,43.14,54.94,20.06,71.8,5.83,1011.76,319.3,5817.6
Andhra Pradesh,Srikakulam,2019,Kharif,Maize,45.86,41.72,61.8,29.55,71.17,5.62,715.97,2274.4,1730.49
Rajasthan,Udaipur,2020,Rabi,Wheat,103.09,29.25,42.67,20.91,43.27,9.4,386.58,2689.8,1849.59
Odisha,Bhadrak,2019,Rabi,Tomato,74.44,67.15,68.04,24.37,82.99,5.33,1418.72,18570.1,2323.0
Chhattisgarh,Rajnandgaon,2019,Kharif,Soybean,49.13,43.96,23.94,26.9989,86.9748,6.2121,1171.44,1018.0,3591.35
Jharkhand,Dhanbad,2019,Kharif,Maize,94.04,66.91,63.06,23.1,81.33,5.28,1013.38,2169.7,1881.74
Puducherry,Yanam,2022,Kharif,Rice,88.79,46.58,28.45,29.6708,78.3658,6.4825,1004.58,3112.3,1951.39
Gujarat,Ahmedabad,2019,Kharif,Groundnut,23.25,46.14,41.77,27.45,47.41,8.22,489.37,1728.3,6218.34
Maharashtra,Amravati,2020,Kharif,Cotton,190.35,64.97,39.78,31.76,71.2,6.86,800.48,565.6,6189.7
Punjab,Gurdaspur,2019,Annual,Sugarcane,105.87,61.47,46.42,17.71,75.56,6.88,683.33,63016.8,334.96
Gujarat,Kheda,2021,Kharif,Rice,114.37,38.25,41.6,31.3227,41.83,7.0673,890.55,3012.1,1777.3
Tamil Nadu,Vellore,2023,Kharif,Maize,101.27,37.69,66.58,23.9798,68.3717,5.6532,1127.72,4177.6,1800.0
Madhya Pradesh,Rewa,2022,Kharif,Maize,91.67,54.71,3.23,33.9025,63.0966,6.1003,1009.98,2713.0,1869.36
West Bengal,Malda,2022,Annual,Sugarcane,82.01,90.76,43.42,29.6412,91.1889,6.4092,1740.69,51110.8,283.49
Jharkhand,Deoghar,2022,Rabi,Lentil,24.19,49.24,11.31,25.0692,82.7613,5.033,979.7,927.4,5630.98
Kerala,Wayanad,2019,Kharif,Turmeric,113.96,63.23,84.55,22.99,81.69,5.69,2541.71,4690.17,6595.94
Maharashtra,Pune,2020,Annual,Sugarcane,49.05,82.08,100.76,30.2413,74.2687,6.0871,1212.68,63519.9,306.64
Jharkhand,Hazaribagh,2019,Kharif,Maize,71.53,66.08,53.27,26.1852,59.0376,6.4926,1025.57,3744.3,1717.96
Jammu & Kashmir,Poonch,2023,Rabi,Lentil,19.86,104.99,18.25,5.76,80.43,6.89,696.31,1091.5,5881.66
Karnataka,Raichur,2022,Kharif,Rice,98.78,36.72,17.54,20.06,71.07,5.74,1142.77,1308.81,1894.21
Chhattisgarh,Korba,2019,Rabi,Mustard,96.28,59.92,48.9,23.12,62.65,6.02,1260.04,1281.8,5277.55
Maharashtra,Jalgaon,2022,Rabi,Tomato,50.5,57.96,94.64,25.0256,40.2577,5.6486,1007.07,15283.5,2557.17
Kerala,Kollam,2020,Kharif,Rice,72.15,46.49,49.9,24.29,84.53,5.88,2996.06,4295.4,1698.72
Chhattisgarh,Bilaspur,2019,Kharif,Maize,87.78,39.35,51.31,28.2379,59.4644,5.6391,946.95,2948.5,1927.39
Meghalaya,West Khasi Hills,2023,Kharif,Ginger,86.75,34.82,77.01,18.086,83.4312,5.7492,1874.12,4058.1,5977.3
Telangana,Nalgonda,2019,Annual,Banana,94.85,58.13,46.85,30.38,61.31,6.21,887.2,29535.3,1148.64
Rajasthan,Jaisalmer,2020,Kharif,Cotton,133.16,29.5,31.78,23.5186,33.5413,7.2236,390.2,531.7,6528.89
Bihar,Muzaffarpur,2023,Annual,Sugarcane,99.06,60.46,54.77,28.86,80.74,6.72,888.55,66530.1,274.82
Uttarakhand,Pithoragarh,2021,Kharif,Ginger,146.46,53.38,89.07,29.42,65.6,7.28,1617.55,3303.9,5301.89
Jharkhand,Giridih,2022,Rabi,Wheat,119.61,66.51,60.37,17.3,74.67,5.55,1203.8,2967.8,1930.0
Haryana,Ambala,2021,Rabi,Wheat,74.88,55.95,36.43,24.53,66.02,6.74,538.11,3452.1,2121.61
Andhra Pradesh,West Godavari,2020,Kharif,Groundnut,28.01,58.82,45.61,27.42,66.53,5.83,1116.67,2475.9,6256.84
Jammu & Kashmir,Kupwara,2022,Rabi,Lentil,8.49,75.68,29.35,16.66,70.49,6.47,1368.38,1032.4,5911.39
Kerala,Kozhikode,2023,Annual,Banana,111.89,113.56,44.64,27.98,86.86,5.8,3631.0,21377.1,1351.97
Chhattisgarh,Raipur,2020,Rabi,Mustard,41.5,52.43,50.88,23.107,76.9129,5.6841,1563.15,1846.3,5222.73
Uttarakhand,Almora,2020,Rabi,Wheat,122.29,72.09,43.33,23.75,60.6,5.47,1416.97,3007.6,2090.45
Bihar,Gaya,2023,Annual,Mango,21.65,34.52,30.2,31.97,59.71,6.46,1344.59,5724.7,3296.3
Uttar Pradesh,Jhansi,2020,Annual,Banana,84.18,92.76,47.1,29.36,52.63,7.13,713.96,19872.97,1341.58
Odisha,Bhadrak,2020,Kharif,Turmeric,113.93,41.01,102.39,30.2765,69.3016,6.1316,1336.1,4245.6,6436.26
Bihar,Vaishali,2021,Annual,Mango,12.98,24.4,30.35,29.41,67.86,7.32,854.65,7957.7,2639.8
Jharkhand,Hazaribagh,2021,Kharif,Rice,68.46,58.0,51.09,29.6972,78.6226,6.7266,1011.7,3720.0,1983.16
Maharashtra,Osmanabad,2020,Kharif,Soybean,49.66,51.17,58.83,32.5315,84.9248,6.6721,957.03,1379.5,3572.16
Andhra Pradesh,Krishna,2019,Annual,Sugarcane,66.85,50.58,67.79,33.03,83.28,6.05,646.44,76352.3,260.05
Tamil Nadu,Tiruppur,2020,Kharif,Turmeric,95.77,29.3,139.88,27.4231,67.8635,5.8624,618.0,3903.6,6801.03
Odisha,Puri,2022,Kharif,Rice,91.31,32.87,58.16,31.6232,78.2597,4.8362,1584.37,3327.4,1665.66
Uttar Pradesh,Gorakhpur,2021,Zaid,MungBean,30.26,31.91,20.84,25.6327,68.8216,7.5514,589.53,724.7,7317.21
Himachal Pradesh,Mandi,2020,Kharif,Rice,60.09,37.54,69.49,6.66,84.38,5.51,849.53,2558.4,2094.77
Haryana,Jhajjar,2020,Rabi,Mustard,58.32,25.65,20.67,18.96,47.49,7.81,406.28,1560.0,5342.59
Nagaland,Tuensang,2020,Zaid,MungBean,22.28,41.79,32.27,32.7875,78.7738,5.434,2104.29,1095.1,7695.1
Kerala,Wayanad,2020,Kharif,Turmeric,124.18,83.64,131.48,30.78,86.04,5.48,2572.97,3436.3,7063.93
Telangana,Warangal,2020,Annual,Banana,68.05,35.45,47.67,28.3287,61.2932,6.3726,939.98,24218.5,1325.14
Nagaland,Wokha,2023,Kharif,Rice,64.18,34.82,39.46,24.75,78.04,5.32,2102.43,4340.1,1750.09
Tamil Nadu,Madurai,2022,Kharif,Turmeric,99.31,70.36,86.51,29.67,73.0,6.73,940.04,5384.39,7558.44
Ladakh,Leh,2022,Rabi,Wheat,93.93,62.67,58.64,6.78,52.35,7.46,158.62,2677.2,1618.81
Uttar Pradesh,Kanpur,2021,Rabi,Lentil,13.93,70.73,22.12,30.9081,63.9878,7.219,790.5,1197.8,5079.91
Bihar,Bhagalpur,2021,Rabi,Onion,74.59,45.41,100.54,27.9214,69.4815,6.5069,1040.51,15770.8,1871.92
Gujarat,Surat,2023,Kharif,Groundnut,30.88,49.59,57.81,24.07,60.05,7.63,1067.86,2024.33,6263.83
Uttar Pradesh,Agra,2023,Rabi,Lentil,10.95,85.03,18.43,24.0,74.74,8.03,1102.56,877.54,5364.66
Bihar,Araria,2023,Rabi,Potato,155.07,50.68,111.55,23.2689,69.7642,6.1531,1225.04,18016.4,987.9
Telangana,Khammam,2021,Rabi,Tomato,76.78,53.56,101.46,29.88,77.52,6.62,1037.85,21850.2,2273.1
Telangana,Nizamabad,2023,Annual,Banana,86.09,81.41,52.91,31.61,79.91,5.77,845.71,25082.8,960.1
Meghalaya,Ri Bhoi,2019,Kharif,Rice,84.53,41.62,46.79,23.03,84.86,5.27,1970.38,2361.1,1735.61
Punjab,Bathinda,2022,Annual,Sugarcane,102.91,63.48,64.88,23.1395,52.006,7.0879,675.5,77090.8,278.3
Chhattisgarh,Surguja,2019,Kharif,Maize,103.83,81.68,50.06,29.74,67.46,5.87,775.36,2781.4,1658.34
Kerala,Malappuram,2022,Kharif,Turmeric,76.51,39.96,144.25,26.637,83.4194,5.1622,2838.53,3837.8,6591.55
Assam,Nagaon,2021,Kharif,Turmeric,72.21,63.41,118.51,27.1,82.47,5.46,1992.83,4089.2,6529.82
